	Question	Reponse
2460	Je veux te montrer ma nouvelle voiture.	Tu as acheté une nouvelle voiture ?
2477	Je réfléchis, mais je dois encore y aller.	C'est la prochaine sortie. Accroches-toi !
2480	La voiture n'est pas là.	Où l'as-tu garée?
2482	Je l'ai garé juste ici.	Tu es sûr ?
2491	ça empire chaque année. 	Pourquoi te plains-tu ? On va à presque 30 km/h.
2515	Bien sûr. Ce n'est pas un travail difficile.	Je vais t'aider.
2521	alors il sera comme neuf	et tu économises 10 $.
2532	ne garez jamais votre voiture sous un arbre.	Le vent t'attrapera, ou les oiseaux t'attraperont xD
2543	Ne commande pas pour moi. Je n'ai pas faim.	"J'ai très faim. Je vais commander pour toi, et ensuite je mangerai le vôtre ;)"
2555	J'ai besoin d'une voiture bon marché.	Combien d'argent as-tu sur toi ?
2557	1 000,00 €	Eh bien, ça devrait te rapporter quelque chose.
2559	mais j'ai besoin de quelque chose de fiable.	Tu asbesoin d'une voiture avec un faible kilométrage.
2561	une voiture qui appartenait à une petite vieille dame.	Où as-tu cherché ?
2565	parce que je n'en trouverai jamais un à un prix aussi bas.	Tu as raison. Continues à économiser ton  argent.
2566	Bonjour, monsieur l'agent.	Ton permis de conduire et ta carte grise, s'il te plaît ! :)
2568	C'est parti.	Sais-tu pourquoi je t'ai arrêté ? :)
2570	Je n'en ai aucune idée. Tout à coup, j'ai entendu ta sirène.	Tu as grillé ce panneau stop là-bas.
2576	mais je suis un bon conducteur. je n'ai jamais eu de ticket dans ma vie.	Eh bien, tu en as un maintenant. Tiens. Passes une bonne journée :)
2579	J'ai eu une amende de 140 $ en ville.	Tu étais en excès de vitesse ?
2581	Non, je traversais la rue.	Tu traversais en dehors des clous ?
2583	Non, j'étais sur le passage clouté.	Alors pourquoi as-tu eu une amende ?
2585	L'officier a dit que la main rouge clignotait.	Est-ce qu'elle clignotait quand tu es entré sur le passage piéton ?
2587	"Non, le panneau ""marche blanche"" clignotait."	Tu devrais te battre contre cette amende. Je serai ton témoin.
2600	J'ai une bosse dans le parking.	Comment l'as-tu eue ?
2606	C'est une bonne idée, mais il y avait une bonne vente dans ce magasin.	As-tu économisé de l'argent grâce aux soldes ?
2626	Est-ce que c'est facile à apprendre ?	oui, cela ne te prendra que 30 minutes environ.
2635	qu'est-ce que tu veux dire ?	Les gens te diront s'ils ont une bonne main.
2638	par exemple, un de mes amis se lèche les lèvres.	Quand il se lèche les lèvres, tu sais qu'il a une bonne main ?
2642	Non, et ça le rend fou.	Il sait que tu ne peuxpas lire dans ses pensées. Peut-être qu'il pense que tu le trompes :/
2652	toutes les radios seront allumées très fort.	Tes voisins vont te détester.
2655	vos chances sont très faibles.	mais tu ne peux pas gagner si tu ne joues pas.
2661	C'est ce que tout le monde dit.	Tu essayes de me dire quelque chose.
2663	ça n'a pas pris longtemps.	Tu penses que je devrais arrêter de jouer.
2723	L'Internet est incroyable.	Tu peux voyager dans le monde entier.
2737	Elle t'aime, ouais, ouais, ouais ...	et tu sais que tu devrais être heureux !
2747	ok, il n'y aura pas beaucoup de monde.	Qu'est-ce que tu aimerais voir ?
2754	J'aime regarder les gens.	c'est ce que tu préfères faire ?
2756	Eh bien, c'est l'un d'entre eux.	où vas-tu pour regarder les gens ?
2760	on regarde les gens passer avec leurs chiens.	J'imagine que tu vois beaucoup de chiens différents.
2825	Je n'arrive pas à capter une seule chaîne.	As-tu une télévision numérique ?
2827	Bien sûr. Mais je n'ai pas le câble.	Tu n'as pas besoin d'avoir le câble, mais tu as besoin d'une bonne antenne.
2831	Oh, vraiment ?	Es-tu vintéressé ?
2842	Merci.	Veux-tu dîner avec moi ?
2844	Je voudrais.	Je peux venir te chercher vendredi soir ?
2852	vous avez de jolis yeux.	Je n'ai pas encore de design mais merci. (Toi aussi ^^)
2869	Je sais. J'ai dû te courir après pendant un moment.	Oui, tu m'as poursuivi et tu m'as rattrapé.
2878	elle se moquait de moi.	Comment le sais-tu ?
2889	Quelle femme ?	Tu sais, la femme avec les gros seins.
2891	Je ne la regardais pas.	Tu l'étais aussi.
2896	Voulez-vous aller à un rendez-vous arrangé ?	Tu dois plaisanter.
2899	Je ne veux pas sortir avec une femme aveugle.	Un rendez-vous avec une aveugle ne signifie pas qu'elle est aveugle !
2901	Qu'est-ce que c'est qu'un blind date ?	Un blind date est un rendez-vous avec quelqu'un que tu ne connais pas.
2908	une fille que j'ai rencontrée au marché.	Tu as rencontré une fille au supermarché ? '-'
2924	puis nous sommes allés dans un club de jazz.	Ça a l'air d'un bon rendez-vous.
2938	On a mangé pour 40 $ et il a laissé un pourboire de 1 $ !	Je suppose que tu ne peux pas retourner dans ce restaurant.
2948	Attends d'avoir 50 ans.	Les rendez-vous seront la chose la plus éloignée de mon esprit.
2949	Les rendez-vous seront la chose la plus éloignée de mon esprit.	C'est ce que tu dis maintenant. Attends d'avoir 50 ans.
2964	oh. mais ça peut être une malédiction.	oui, parce que tu peux être trop sensible aux odeurs.
2966	Je dirai. Ma petite amie a un nez comme un chien de drogue.	Elle t'a surpris en train de te droguer ?
2986	C'est le hamburger le plus lent de la ville.	C'est parce qu'ils le cuisent pendant que tu attends.
2994	Le déjeuner était délicieux.	Content que ça t'ait plu ^^
3007	ce steak a trop de graisse.	que veux-tu  que le serveur fasse ?
3013	vous êtes fou.	alors le serveur te  fera un grand sourire en t'apportant le nouveau steak.
3014	puis le serveur vous fera un grand sourire en vous apportant le nouveau steak.	Où trouves-tu ces idées folles ?
3017	mais on vient juste d'arriver.	Tu as vu les mains du serveur ?
3027	ce pain chaud est délicieux.	J'aime ce restaurant parce qu'ils te donnent du pain gratuit.
3046	Je vais juste espérer que la salle de bain est propre.	Tu ne vas pas l'examiner avant de commander le dîner ?
3061	Non, c'est trop près de la porte de la cuisine.	Que dirais-tu de cette place ?
3092	ça l'est certainement.	vous frappez une boule blanche.
3094	et puis vous le poursuivez.	et puis tu le frappes à nouveau.
3096	Enfin, vous mettez la balle dans un trou dans le sol.	Tu fais cela 18 fois, car il y a 18 trous.
3130	Elles étaient en solde pour 80 dollars.	T'aident-ils à courir plus vite ?
3133	alors elles valent chaque centime.	Tu pourrais vouloir en acheter une paire.
3135	Tiger est le meilleur golfeur du monde.	"Tu peux le redire ;)"
3141	ça peut être dangereux.	Tu veux dire qu'il pourrait se noyer.
3168	Tu as entendu ce qui s'est passé au match de baseball ?	non, s'il te plaît dis-moi *-*
3195	Qu'est-ce qui est si difficile dans le golf ?	Il y a tellement de choses que tu dois faire correctement.
3257	pourquoi ?	parce qu'il te protège en cas d'accident.
3274	C'est seulement à quelques mètres.	Et si tu tombes en tenant l'ampoule, qu'elle se casse et que des morceaux vont dans tes yeux ?
3276	Je n'ai jamais pensé à ça.	Tu serais aveugle pour le reste de ta vie !
3296	on emmène nos listes sur le parking et on fait des tours.	Pourquoi fais-tu ça ?
3318	une bonne arme coûte 400$ ou plus.	Si tu apportes ton reçu, ils te donneront peut-être 400 $.
3320	Je vais garder mon reçu et mon arme.	Je ne savais pas que tu avais une arme. C'est dangereux, tu ne trouves pas ?
3337	Une fois de temps en temps, c'est une fois de trop.	Mais tu as raison, il y a beaucoup d'incendies.
3344	Je suis allé en vacances à Hawaii.	Tu as aimé ?
3352	il faisait chaud et ensoleillé tous les jours.	Que faisais-tu le soir ?
3355	J'aime cet hôtel.	Qu'est-ce que tu aimes dans cet hôtel ?
3371	Oui ?	Tu vois ces taches ?
3378	il part à 12h15.	Quand dois-tu être à l'aéroport ?
3388	J'ai besoin d'un vol pour New York.	Quand y vas-tu ?
3390	pendant les vacances de noël.	Tu ferais mieux d'acheter ton billet maintenant.
3391	vous feriez mieux d'acheter votre billet maintenant.	Tu dois plaisanter.
3394	Je pensais attendre jusqu'en octobre.	Je parie que c'est la première fois que tu prends l'avion à Noël !
3395	Je parie que c'est la première fois que vous prenez l'avion à Noël.	Tu as raison.
3396	Vous avez raison.	Bon, écoutes-moi. Tu dois acheter un billet maintenant.
3398	mais peut-être que les prix seront moins chers en octobre.	Les prix plus bas ne vous serviront à rien s'il n'y a pas de places.
3404	la moitié d'entre eux tousse, et l'autre moitié éternue.	vous n'avez pas de place pour les coudes ou les genoux.
3406	Les gens se lèvent toujours pour aller aux toilettes.	Les enfants pleurent ou vous grimpent dessus.
3427	bien, bien sûr que je veux y aller quand il fait beau.	oui, vous ne voulez pas voyager pendant les tempêtes d'hiver.
3429	et je veux une grande cabine avec une vue.	Vous allez voyager seul ?
3431	Non, ma soeur et moi allons voyager ensemble.	bien, vous devriez aller sur Internet et essayer de trouver une bonne affaire.
3440	J'ai tout essayé, mais rien ne marche.	Avez-vous essayé les bouchons d'oreille ?
3448	J'y étais quand j'étais petit.	Comment avez-vous trouvé ça ?
3451	Je suis sûr que je vais aimer ça aussi.	Vous devriez essayer de monter une mule sur un sentier jusqu'en bas.
3469	J'ai dû emmener mon ami à l'aéroport.	Pourquoi n'avez-vous pas fait une sieste en rentrant chez vous ?
3490	Ça n'a pris que deux heures.	avez-vous pris des photos au monument de la seconde guerre mondiale ?
3492	Oh, oui. Nous avons tous pris beaucoup de photos.	Et vous avez pris l'avion pour rentrer chez vous le soir même ?
3494	Oui. Quand nous avons atterri, les journalistes de la télévision et la fanfare de l'armée étaient là.	Cela a dû vous faire sentir vraiment spécial.
3496	Oh, c'est vrai. Il y avait environ 300 personnes pour nous honorer.	Eh bien, vous le méritez tous. Vous avez aidé à sauver notre pays.
3503	J'ai été licencié la semaine dernière.	Juste toi ?
3511	Oui, ils le sont.	As-tu vérifié ton nez et tes dents ?
3541	Je n'aime pas mon travail.	Que fais-tu ?
3545	Les bébés pleurent tout le temps.	Tu dois changer leurs couches '-'
3547	Je dois les nourrir.	Tu cherches un autre emploi ?
3556	J'ai été licencié parce qu'il n'y avait pas de travail.	Que pouvez-vous faire d'autre ?
3560	Bien sûr.	Alors j'ai un travail pour vous dans ma cuisine.
3561	alors j'ai un travail pour vous dans ma cuisine.	Ça ne vous coûtera que 20 $, plus les pièces.
3564	Je n'en ai aucune idée. Je suis ici depuis 20 ans.	Avez-vous d'autres compétences ?
3571	J'espère bien que non !	Si vous étiez licencié, vous feriez aussi des hamburgers.
3584	enseigner est la meilleure partie de ma journée.	Vous êtes un homme chanceux d'avoir un travail que vous aimez.
3599	C'est dur à encaisser.	"Je ne l'ai jamais entendu dire ""s'il vous plaît"" ou ""merci""."
3602	Personne au travail ne l'aime.	Vous ne pouvez pas le dénoncer à son superviseur ?
3606	Je ne peux pas démissionner, parce que je gagne un bon salaire.	Vous ne devriez pas choisir l'argent plutôt que le bonheur.
3617	Des briquets. Je vais faire fortune.	mais vous détestez les cigarettes et vous détestez fumer !
3627	oh, merci. c'est très gentil de votre part.	Je pense que vous feriez la même chose pour moi.
3633	Je l'ai acheté sur une intuition.	Vous n'avez pas lu les informations sur l'entreprise avant ?
3637	J'ai utilisé toutes mes économies sur cette seule entreprise.	vous mettez tous vos oeufs dans le même panier.
3639	Si la compagnie fait faillite, je n'aurai plus rien.	oh, vous aurez quelque chose, vous aurez une leçon que vous n'oublierez jamais !
3649	oh, oui, à cause de tous ces germes tueurs.	Si vous êtes un médecin intelligent, vous restez loin des hôpitaux.
3652	Pourquoi ?	parce que vous rencontrez beaucoup de gens.
3660	Et les chiens inamicaux ?	Je pense que si vous êtes amical avec les chiens, ils sont amicaux avec vous.
3664	à la ville, bien sûr.	pourquoi voulez-vous vous y installer ?
3668	Il y en a au moins un million.	alors comment comptez-vous devenir riche ?
3670	Je vais frapper à la porte de toutes les entreprises.	Ça ne vous rendra pas riche. Personne ne vous parlera.
3672	Je vais continuer à frapper aux portes.	Tout ce que vous obtiendrez, ce sont des articulations douloureuses.
3675	je mange habituellement une simple salade.	Qu'est-ce que vous mettez dedans ?
3681	oui, le fromage c'est bien.	Quel genre de vinaigrette utilisez-vous ?
3695	Je travaillais dans une épicerie.	Comment avez-vous aimé ça ?
3697	J'ai adoré !	Vous avez eu de la nourriture gratuite ?
3701	Ce que le client a commandé, je l'ai coupé un peu plus pour moi.	Tu as grossi ?
3705	ça l'était, jusqu'à ce qu'un jour mon manager me surprenne.	Plus de fromage gratuit pour vous, hein ?
3706	Je suis un nouveau régime.	Que mangez-vous maintenant ?
3727	Je suis sûr que tout ira bien dans un jour ou deux.	C'est la faute de votre petite amie. Elle aurait dû vous prévenir.
3728	Je mange la même chose tous les jours.	Vous plaisantez ?
3734	Eh bien, je suppose que si ça devient un jour vieux, je changerai pour quelque chose de différent.	Mangez-vous des fruits et des légumes tous les jours ?
3743	Non, c'est rose foncé !	Vous êtes sûr ? Je n'ai jamais entendu parler d'une telle chose.
3745	Je viens de l'éplucher, et je suis en train de la regarder.	Laissez-moi voir. Oui, vous avez raison. Votre orange est rose.
3761	Je prends du poids.	Combien avez-vous pris ?
3763	trois livres juste ce mois-ci.	Savez-vous pourquoi ?
3767	C'était en solde.	Combien en avez-vous acheté ?
3776	J'aime ma nourriture chaude et fraîche.	Vous aimez la voir disparaître.
3780	Je suis si plein que je vais éclater.	Vous devriez desserrer votre ceinture.
3782	J'ai déjà desserré ma ceinture et déboutonné mon pantalon.	bien, ne vous levez pas, s'il vous plaît.
3785	Oh si, tu l'as fait.	De quoi parlez-vous ?
3788	Je n'en ai aucune idée.	Vous savez ce que vous avez fait.
3789	Tu sais ce que tu as fait.	Peut-être que je le sais, mais comment pourriez-vous le savoir ?
3804	Je pense que je vais acheter les deux.	Vous feriez mieux de les essayer d'abord.
3806	Merci.	J'espère qu'elles vous iront.
3807	J'espère qu'elles me vont.	J'espère que vous avez gardé le ticket de caisse.
3815	pas de problème. ce pantalon a une taille élastique.	Vous êtes si intelligent !
3833	mais c'est à ça que servent les poches.	vous devriez les porter dans un sac à main.
3845	Quel est le problème avec les produits ?	Vous pensez que les bananes sont tombées du ciel ?
3848	Je veux dire, quelqu'un a utilisé ses mains sales pour cueillir les bananes, les pommes et les oranges.	Vous feriez mieux de garder une lingette pour les billets de banque sales avec lesquels vous allez payer.
3850	Oui, je l'ai fait.	Qu'avez-vous acheté ?
3864	il fonctionne toujours, mais je vais le donner à une association caritative.	Allez-vous acheter un ordinateur de bureau ou un ordinateur portable ?
3873	j'avais un problème de voiture, alors je suis allé sur internet.	Avez-vous trouvé une solution ?
3877	je leur ai envoyé 20 $ en utilisant ma carte de crédit, mais ils ne m'ont jamais envoyé la solution.	Qu'allez-vous faire ?
3879	Je leur ai envoyé un e-mail pour demander le remboursement de mon argent.	Avez-vous eu des nouvelles d'eux ?
3881	Pas encore. Ça fait une semaine.	Eh bien, je suppose que c'est une leçon à 20 dollars pour vous.
3886	J'ai déjà regardé là-bas.	Avez-vous regardé dans le tiroir du bureau ?
3893	J'essaie d'optimiser mon budget.	Comment faites-vous ?
