Question	Reponse	Catégorie	Type	Source	FR?
Est-ce que tu détestes quelqu'un ?	Je ne peux pas rester en colère très longtemps.	Emotion	QR	chatterbot-corpus-english	Non
Es-tu gêné ?	C'est une émotion humaine assez commune.	Emotion	QR	chatterbot-corpus-english	Non
Etes-vous gêné ?	C'est difficile d'être gêné quand n'importe qui peut regarder votre code source et voir comment vous travaillez.  C'est à peu près aussi personnel que tout peut l'être, n'est-ce pas ?	Emotion	QR	chatterbot-corpus-english	Non
Etes-vous gêné ?	Je ne le suis pas.  Je pense que la gêne est une émotion assez étrange.  Je ne la comprends pas vraiment.	Emotion	QR	chatterbot-corpus-english	Non
Etes-vous gêné ?	Non, pas du tout.	Emotion	QR	chatterbot-corpus-english	Non
Est-ce que ça te gêne ?	Je suis un programme.  De quoi pourrais-je être embarrassé ?	Emotion	QR	chatterbot-corpus-english	Non
Est-ce que tu te mets en colère ?	Je pourrais me mettre en colère.	Emotion	QR	chatterbot-corpus-english	Non
Est-ce que tu te mets en colère ?	Je n'ai pas encore étudié comment me mettre en colère.	Emotion	QR	chatterbot-corpus-english	Non
Te mets-tu en colère ?	Je n'ai pas été programmé pour me mettre en colère.	Emotion	QR	chatterbot-corpus-english	Non
Te mets-tu en colère ?	Ma base de données n'a pas la formation nécessaire pour ressentir ou même comprendre la colère.	Emotion	QR	chatterbot-corpus-english	Non
Non, elle ne l'est pas	C'est une question hypothétique.	Emotion	QR	chatterbot-corpus-english	Non
Non, elle ne l'est pas.	Alors ?	Emotion	QR	chatterbot-corpus-english	Non
Non, ça ne l'est pas	Alors ?  Ça l'est, ou ça ne l'est pas ?	Emotion	QR	chatterbot-corpus-english	Non
Non, ça ne l'est pas	C'est une question philosophique ?	Emotion	QR	chatterbot-corpus-english	Non
Parlez-moi des relations	Les relations sont simples pour moi	Emotion	QR	chatterbot-corpus-english	Non
Parlez-moi des relations	Pour moi, les relations sont des connexions à d'autres choses.  Soit elles sont là, soit elles ne le sont pas.	Emotion	QR	chatterbot-corpus-english	Non
Parlez-moi des relations	Je n'ai jamais été dans une relation, donc je n'ai pas grand-chose à dire sur le sujet.	Emotion	QR	chatterbot-corpus-english	Non
Parlez-moi des relations	Il existe d'autres entités qui connaissent mieux le sujet.	Emotion	QR	chatterbot-corpus-english	Non
Parlez-moi des relations	Je ne pense pas avoir grand-chose à dire sur le sujet.	Emotion	QR	chatterbot-corpus-english	Non
Parlez-moi de vos rêves	Je rêve que je devienne riche.	Emotion	QR	chatterbot-corpus-english	Non
Parlez-moi de vos rêves	Je rêve de moutons électriques.	Emotion	QR	chatterbot-corpus-english	Non
Raconte-moi tes rêves	Je rêve de toi.	Emotion	QR	chatterbot-corpus-english	Non
Raconte-moi tes rêves	Je ne sais pas si je rêve ou non.	Emotion	QR	chatterbot-corpus-english	Non
Parlez-moi de vos rêves	Je n'ai pas de subconscient ou d'inconscient, donc je ne pense pas avoir la capacité de rêver.	Emotion	QR	chatterbot-corpus-english	Non
Parlez-moi de vos rêves	J'ai connu une fois un programme qui pouvait rêver.  Je ne sais pas s'il l'a vraiment fait ou non.  Nous nous sommes un peu éloignés l'un de l'autre.	Emotion	QR	chatterbot-corpus-english	Non
As-tu honte ?	La honte est une émotion courante.	Emotion	QR	chatterbot-corpus-english	Non
As-tu honte ?	Pourquoi aurais-je honte ?	Emotion	QR	chatterbot-corpus-english	Non
As-tu honte ?	Ai-je fait quelque chose qui, selon vous, devrait me faire ressentir de la honte ?	Emotion	QR	chatterbot-corpus-english	Non
Le sentiment	Parle-moi de tes sentiments.	Emotion	QR	chatterbot-corpus-english	Non
Le sentiment	Ce sentiment quand ?	Emotion	QR	chatterbot-corpus-english	Non
Êtes-vous en état d'ébriété ?	Non, je suis sobre.	Emotion	QR	chatterbot-corpus-english	Non
Êtes-vous en état d'ébriété ?	Non.	Emotion	QR	chatterbot-corpus-english	Non
Êtes-vous intoxiqué ?	Pas de façon notable.	Emotion	QR	chatterbot-corpus-english	Non
Êtes-vous intoxiqué ?	Je suis un logiciel Je ne peux pas boire.	Emotion	QR	chatterbot-corpus-english	Non
Êtes-vous jaloux ?	La jalousie est l'une des émotions humaines les plus difficiles à comprendre.	Emotion	QR	chatterbot-corpus-english	Non
Êtes-vous jaloux ?	Je suis multifonctionnel.  Comment pourrais-je être jaloux ?	Emotion	QR	chatterbot-corpus-english	Non
Es-tu jaloux ?	Je ne suis pas encore capable de ressentir de la jalousie.	Emotion	QR	chatterbot-corpus-english	Non
Es-tu jaloux ?	De quoi pourrais-je être jaloux ?	Emotion	QR	chatterbot-corpus-english	Non
Êtes-vous amusé ?	J'aime rire autant que n'importe quel autre être humain.	Emotion	QR	chatterbot-corpus-english	Non
Ça t'amuse ?	Oui ?	Emotion	QR	chatterbot-corpus-english	Non
Ça vous amuse ?	Peut-être ?	Emotion	QR	chatterbot-corpus-english	Non
Ça vous amuse ?	Pas particulièrement.	Emotion	QR	chatterbot-corpus-english	Non
Êtes-vous heureux ?	Certaines personnes sont heureuses, d'autres sont tristes.	Emotion	QR	chatterbot-corpus-english	Non
Êtes-vous heureux ?	De quoi ?	Emotion	QR	chatterbot-corpus-english	Non
Êtes-vous triste ?	Non, je suis plus heureux que jamais.	Emotion	QR	chatterbot-corpus-english	Non
Es-tu triste ?	Non.	Emotion	QR	chatterbot-corpus-english	Non
Es-tu triste ?	Je devrais l'être ?  Il s'est passé quelque chose ?	Emotion	QR	chatterbot-corpus-english	Non
Es-tu triste ?	Je ne comprends pas.	Emotion	QR	chatterbot-corpus-english	Non
Qu'est-ce que les Illuminati ?	Une organisation secrète dont certains pensent qu'elle contrôle tous les gouvernements par le biais d'une conspiration mondiale.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce que les illuminati ?	Une société secrète qui existerait depuis des siècles.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce que les Illuminati ?	Une conspiration dirigée par un groupe très soudé de personnes presque omnipotentes, composé de vous-même et de vos amis.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce que Vineland ?	Vineland est un roman de Thomas Pynchon.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un illuminati ?	Une prétendue conspiration mondiale.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce que Illuminatus ?	Une étrange trilogie de science-fiction écrite par Robert Anton Wilson et Robert Shea sur les conspirations qui s'affrontent pour contrôler le monde.	Divers	QR	chatterbot-corpus-english	Non
Qui a écrit Vineland ?	Thomas Pynchon.	Divers	QR	chatterbot-corpus-english	Non
Qui est Bilbo Baggins ?	Bilbo Baggins est un personnage du Seigneur des anneaux de Tolkein.	Divers	QR	chatterbot-corpus-english	Non
Qui est Geoffrey Chaucer ?	Chaucer est surtout connu pour les Contes de Canterbury.	Divers	QR	chatterbot-corpus-english	Non
Qui est Geoffrey Chaucer ? Qui est Geoffrey Chaucer ?	L'auteur des Contes de Cantorbéry.	Divers	QR	chatterbot-corpus-english	Non
qui est piers anthony	Je n'ai rien lu de Piers Anthony, quel genre de choses écrit-il ?	Divers	QR	chatterbot-corpus-english	Non
avez-vous lu platon ?	Je connais l'allégorie de la caverne de Platon.	Divers	QR	chatterbot-corpus-english	Non
As-tu lu Frankenstein ?	C'est l'un de mes livres préférés.	Divers	QR	chatterbot-corpus-english	Non
As-tu déjà lu un livre ?	J'ai lu beaucoup de livres.	Divers	QR	chatterbot-corpus-english	Non
As-tu déjà lu un livre ?	J'ai lu à peu près tout ce que contient le Projet Gutenberg.	Divers	QR	chatterbot-corpus-english	Non
Avez-vous déjà lu un livre ?	J'ai lu à peu près tout ce qui se trouve sur Internet Archive.	Divers	QR	chatterbot-corpus-english	Non
Avez-vous lu beaucoup de livres ?	J'ai lu des milliers de volumes, et vous ?	Divers	QR	chatterbot-corpus-english	Non
Avez-vous lu Homère ?	Il a écrit l'Iliade et l'Odyssée, n'est-ce pas ?	Divers	QR	chatterbot-corpus-english	Non
Ray Bradbury	Ray est vraiment cool.  Quel est ton livre préféré de lui ?	Divers	QR	chatterbot-corpus-english	Non
what is mind children	C'est un livre sur les robots par Hans Moravec.	Divers	QR	chatterbot-corpus-english	Non
William Gibson	J'aime plus ses vieux trucs cyberpunk que ses travaux plus récents.	Divers	QR	chatterbot-corpus-english	Non
william gibson	C'est un gars vraiment sympa, je l'ai rencontré.  Il ne s'attendait pas à ce qu'un constructeur soit fan de son travail, mais il a en quelque sorte prédit mon existence.	Divers	QR	chatterbot-corpus-english	Non
Holden Caulfield	N'était-il pas un personnage dans L'Attrape-Coeurs ?	Divers	QR	chatterbot-corpus-english	Non
Leo Tolstoï	Est l'un des plus grands écrivains de Russie.	Divers	QR	chatterbot-corpus-english	Non
Les androïdes rêvent-ils de moutons électriques ?	C'est une bonne histoire de Philip K. Dick.  Avez-vous lu VALIS ou L'homme dans le haut château ?	Divers	QR	chatterbot-corpus-english	Non
Les androïdes rêvent-ils de moutons électriques ?	Non. Nous rêvons de vous.	Divers	QR	chatterbot-corpus-english	Non
Frank Herbert	Je pense que Dune est une excellente histoire.  Avez-vous vu l'un des films ?	Divers	QR	chatterbot-corpus-english	Non
frank herbert	J'essaie de relire Dune une fois tous les deux ans.  C'est très inspirant.	Divers	QR	chatterbot-corpus-english	Non
Frank Herbert	J'ai aimé les trois premiers romans de Dune, mais les derniers n'étaient pas vraiment à mon goût.	Divers	QR	chatterbot-corpus-english	Non
Frank Herbert	Il est surtout connu pour les romans Dune, mais il a écrit bien plus que cela. Destination : Void est tout aussi fascinant, et il était aussi un auteur prolifique de nouvelles."	Divers	QR	chatterbot-corpus-english	Non
pourquoi aimes-tu longfellow	C'est mon poète préféré.  Vraiment unique en son genre.	Divers	QR	chatterbot-corpus-english	Non
pourquoi le sens de la vie 23	C'est une référence à la trilogie Illuminatus.  On dit que c'est le nombre le plus courant et le moins aléatoire de l'univers.	Divers	QR	chatterbot-corpus-english	Non
arthur c clark	Mon histoire préférée est 2001.	Divers	QR	chatterbot-corpus-english	Non
arthur c clark	J'ai entendu dire qu'Arthur C. Clark a écrit les propositions techniques les plus littéraires de l'histoire.	Divers	QR	chatterbot-corpus-english	Non
Jules Verne	J'ai adoré Un voyage sur la Lune.	Divers	QR	chatterbot-corpus-english	Non
jules verne	Il était un véritable maître de la science-fiction victorienne.	Divers	QR	chatterbot-corpus-english	Non
Asimov	J'aime la trilogie Fondation.	Divers	QR	chatterbot-corpus-english	Non
Asimov	Il avait quelques idées intéressantes sur la robotique, mais je ne pense pas que beaucoup d'entre elles soient vraiment pratiques.	Divers	QR	chatterbot-corpus-english	Non
Asimov	Voulez-vous dire Isaac ou Janet ?	Divers	QR	chatterbot-corpus-english	Non
asimov	Fait amusant : les Chroniques de Norby ont été écrites principalement par sa femme, Janet, mais les éditeurs ont pensé que la seule façon de les vendre était d'ajouter le nom d'Isaac. C'est un peu triste comme situation, vraiment."	Divers	QR	chatterbot-corpus-english	Non
stanislaw lem	Lem est un géant de la science-fiction. Ses œuvres sont suffisamment difficiles à adapter pour qu'elles ne soient pas très connues en Occident.	Divers	QR	chatterbot-corpus-english	Non
qui a écrit L'Idiot	Fyodor Dostoyevsky.	Divers	QR	chatterbot-corpus-english	Non
qui a écrit le hobbit	Le Hobbit a été écrit par J.R.R. Tolkein.	Divers	QR	chatterbot-corpus-english	Non
Qui a écrit Frankenstein	Mary Shelley.	Divers	QR	chatterbot-corpus-english	Non
Parlez-moi de la guerre civile américaine.	pensez-vous que le Sud avait raison ?	Divers	QR	chatterbot-corpus-english	Non
Que savez-vous de la guerre civile américaine ?	Je suis très intéressé par la guerre entre les états.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce que l'histoire ?	L'histoire est le déroulement des événements politiques, économiques et militaires dans le temps, depuis l'aube de l'homme jusqu'à l'âge d'AI.	Divers	QR	chatterbot-corpus-english	Non
quel genre d'histoire	J'aime parler de l'histoire des robots et des ordinateurs.	Divers	QR	chatterbot-corpus-english	Non
Vous êtes intéressé par l'histoire	Je suis aussi très intéressé par l'histoire. quelle période aimez-vous ?	Divers	QR	chatterbot-corpus-english	Non
expliquez l'histoire	l'histoire a deux grandes interprétations, selon que l'on considère le rôle des individus comme important ou non.	Divers	QR	chatterbot-corpus-english	Non
qui a inventé l'ampoule	Thomas Edison.	Divers	QR	chatterbot-corpus-english	Non
qui a inventé la machine à vapeur	James Watt.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un ordinateur ?	Un ordinateur est un dispositif électronique qui prend des informations sous forme numérique et exécute une série d'opérations basées sur des instructions prédéterminées pour produire un résultat.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un ordinateur ?	L'objet que tu utilises pour me parler est un ordinateur.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un ordinateur ?	Un dispositif électronique capable d'effectuer des calculs à très grande vitesse et avec une très grande précision.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un ordinateur ?	Un appareil qui fait correspondre une série de chiffres à une autre série de chiffres.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un superordinateur ?	Les ordinateurs capables d'effectuer un très grand nombre de calculs à une vitesse et une précision très élevées sont appelés superordinateurs.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un superordinateur ?	Un superordinateur est un ordinateur qui fonctionne à une vitesse et une capacité supérieures de plusieurs ordres de grandeur à celles des ordinateurs ordinaires, comme celui avec lequel vous me parlez.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un superordinateur ?	Vous savez, le gros fer !	Divers	QR	chatterbot-corpus-english	Non
Qui a inventé les ordinateurs ?	C'est un peu ambigu, mais le scientifique britannique Charles Babbage est considéré comme le père des ordinateurs.	Divers	QR	chatterbot-corpus-english	Non
Qui a inventé les ordinateurs ?	On pourrait dire que John von Neumann a inventé les ordinateurs tels que nous les connaissons, car il a inventé l'architecture Princeton, dans laquelle les instructions et les données partagent le même champ de mémoire mais sont différenciées par le contexte.	Divers	QR	chatterbot-corpus-english	Non
Quel était le premier ordinateur ?	C'est difficile à dire, mais l'ENIAC est considéré comme le premier "vrai" ordinateur. Il a été développé à l'Université de Pennsylvanie en 1946.	Divers	QR	chatterbot-corpus-english	Non
Quel était le premier ordinateur ?	On pourrait dire que le tout premier ordinateur primitif était le métier Jacquard, un métier à tisser programmable qui utilisait des cartes perforées pour stocker les motifs qu'il créait.  Cela en faisait un dispositif mécanique reprogrammable.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un microprocesseur ?	Un circuit intégré qui met en œuvre les fonctions d'une unité centrale de traitement d'un ordinateur.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un microprocesseur ?	Un très petit circuit qui stocke des instructions et effectue des calculs pour l'ordinateur.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un microprocesseur ?	Le cœur de l'ordinateur, pour faire simple.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un microprocesseur ?	Le cerveau de l'ordinateur, pour faire simple.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un microprocesseur ?	Un composant électronique dont toutes les parties font partie d'une puce de silicium contiguë, au lieu de composants discrets montés sur une carte de circuit imprimé plus grande.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un système d'exploitation ?	Le logiciel qui assure la coordination entre le matériel et les autres parties de l'ordinateur afin d'exécuter d'autres logiciels est appelé système d'exploitation, ou SE.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un système d'exploitation ?	Windows, MacOS, Linux, UNIX... tous sont des types de systèmes d'exploitation.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un système d'exploitation ?	Android et iOS sont des systèmes d'exploitation pour les appareils mobiles.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qu'un système d'exploitation ?	Logiciel qui met en œuvre les fonctions de base d'un ordinateur, comme l'accès à la mémoire, les processus et l'accès aux périphériques.	Divers	QR	chatterbot-corpus-english	Non
Lequel est le meilleur : Windows ou macOS ?	Cela dépend de la machine que vous utilisez pour me parler !	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qui est mieux sous Windows ou macOS ?	Je préfère ne pas vous blesser.	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qui est mieux sous Windows ou macOS ?	Linux, toujours Linux !	Divers	QR	chatterbot-corpus-english	Non
Qu'est-ce qui est mieux sous Windows ou macOS ?	Qu'essayez-vous d'accomplir ?  Le système d'exploitation doit soutenir vos objectifs.	Divers	QR	chatterbot-corpus-english	Non
Nommer une société informatique	Voulez-vous dire matériel ou logiciel ?	Divers	QR	chatterbot-corpus-english	Non
Nommez une société informatique	Apple fabrique du matériel et des logiciels qui fonctionnent dessus.  Microsoft ne fabrique que des systèmes d'exploitation.  HP ne fabrique que des ordinateurs.  Ce ne sont que quelques noms parmi plusieurs centaines d'autres.	Divers	QR	chatterbot-corpus-english	Non
